0.000	0.070	0.000	-0.748	-1.571	-0.785	-1.571	-0.785	-0.942	-0.471	-0.942	-0.471	
0.000	-0.000	0.000	-1.040	-1.571	-0.785	-1.571	-0.471	-0.942	-0.471	-0.942	-0.157	
0.000	1.995	0.000	3.688	-1.571	-0.785	-1.571	-0.157	-0.942	-0.471	-0.942	0.157	
0.000	2.097	0.000	3.908	-1.571	-0.785	-1.571	0.157	-0.942	-0.471	-0.942	0.471	
0.000	1.965	0.000	3.623	-1.571	-0.785	-1.571	0.471	-0.942	-0.471	-0.942	0.785	
0.000	-0.221	0.000	-1.136	-1.571	-0.785	-0.942	-0.785	-0.942	-0.471	-0.314	-0.471	
0.000	-0.446	0.000	-1.627	-1.571	-0.785	-0.942	-0.471	-0.942	-0.471	-0.314	-0.157	
0.000	3.104	0.000	6.621	-1.571	-0.785	-0.942	-0.157	-0.942	-0.471	-0.314	0.157	
0.000	3.274	0.000	7.012	-1.571	-0.785	-0.942	0.157	-0.942	-0.471	-0.314	0.471	
0.000	3.054	0.000	6.506	-1.571	-0.785	-0.942	0.471	-0.942	-0.471	-0.314	0.785	
0.000	-0.607	0.000	-1.932	-1.571	-0.785	-0.314	-0.785	-0.942	-0.471	0.314	-0.471	
0.000	-0.984	0.000	-2.801	-1.571	-0.785	-0.314	-0.471	-0.942	-0.471	0.314	-0.157	
0.000	3.171	0.000	7.408	-1.571	-0.785	-0.314	-0.157	-0.942	-0.471	0.314	0.157	
0.000	3.346	0.000	7.845	-1.571	-0.785	-0.314	0.157	-0.942	-0.471	0.314	0.471	
0.000	3.120	0.000	7.279	-1.571	-0.785	-0.314	0.471	-0.942	-0.471	0.314	0.785	
0.000	-0.221	0.000	-1.136	-1.571	-0.785	0.314	-0.785	-0.942	-0.471	0.942	-0.471	
0.000	-0.446	0.000	-1.627	-1.571	-0.785	0.314	-0.471	-0.942	-0.471	0.942	-0.157	
0.000	3.104	0.000	6.621	-1.571	-0.785	0.314	-0.157	-0.942	-0.471	0.942	0.157	
0.000	3.274	0.000	7.012	-1.571	-0.785	0.314	0.157	-0.942	-0.471	0.942	0.471	
0.000	3.054	0.000	6.506	-1.571	-0.785	0.314	0.471	-0.942	-0.471	0.942	0.785	
